Open,High,Low,Close,Date
401.53,409.74,400.55,409,02/04/2014 12:00:00 AM
410.48,413.25,402.42,406.73,03/04/2014 12:00:00 AM
409.1,409.1,400.05,400.64,04/04/2014 12:00:00 AM
399.56,418.94,395.8,398.81,07/04/2014 12:00:00 AM
401.48,418.35,401.48,416.37,09/04/2014 12:00:00 AM
417.41,430.22,417.41,426.06,10/04/2014 12:00:00 AM
425.27,432.89,417.46,418.59,11/04/2014 12:00:00 AM
419.68,424.03,405.19,407.81,15/04/2014 12:00:00 AM
408.11,414.19,405.09,406.68,16/04/2014 12:00:00 AM
409.45,425.52,409.45,423.93,17/04/2014 12:00:00 AM
420.33,429.72,419.73,427.2,21/04/2014 12:00:00 AM
426.26,429.82,421.76,424.33,22/04/2014 12:00:00 AM
426.65,428.63,417.85,420.77,23/04/2014 12:00:00 AM
417.61,425.76,417.61,419.14,25/04/2014 12:00:00 AM
419.14,419.19,410.53,411.92,28/04/2014 12:00:00 AM
412.46,414.39,403.61,404.65,29/04/2014 12:00:00 AM
408.21,413.4,400.35,409.89,30/04/2014 12:00:00 AM
411.62,415.33,406.73,410.14,02/05/2014 12:00:00 AM
405.49,411.18,404.5,409.69,05/05/2014 12:00:00 AM
410.44,417.01,409.94,413.7,06/05/2014 12:00:00 AM
414.39,416.81,410.83,411.92,07/05/2014 12:00:00 AM
412.96,419.34,412.96,417.51,08/05/2014 12:00:00 AM
419.58,424.28,414.79,422.8,09/05/2014 12:00:00 AM
421.81,441.09,421.81,440.11,12/05/2014 12:00:00 AM
443.07,450.54,433.78,435.95,13/05/2014 12:00:00 AM
435.16,440.9,429.37,437.53,14/05/2014 12:00:00 AM
440.11,443.81,432.29,434.47,15/05/2014 12:00:00 AM
435.16,459.09,435.16,444.85,16/05/2014 12:00:00 AM
449.65,452.76,438.03,439.46,19/05/2014 12:00:00 AM
440.2,446.78,431.85,434.91,20/05/2014 12:00:00 AM
435.65,439.76,429.28,432.29,21/05/2014 12:00:00 AM
431.2,436.15,423.79,425.67,22/05/2014 12:00:00 AM
424.08,435.06,420.47,426.65,23/05/2014 12:00:00 AM
432.19,448.41,431.2,438.42,26/05/2014 12:00:00 AM
439.12,445.94,428.73,431.65,27/05/2014 12:00:00 AM
431.7,431.7,418.84,424.13,28/05/2014 12:00:00 AM
420.33,427.89,417.11,419.14,29/05/2014 12:00:00 AM
409.15,417.26,402.57,410.88,30/05/2014 12:00:00 AM
413.4,417.85,406.23,416.47,02/06/2014 12:00:00 AM
412.41,419.19,411.57,415.83,03/06/2014 12:00:00 AM
420.08,424.38,414.49,417.06,04/06/2014 12:00:00 AM
417.06,431.2,412.41,430.02,05/06/2014 12:00:00 AM
431.2,435.16,423.98,433.73,06/06/2014 12:00:00 AM
434.76,448.02,434.37,443.47,09/06/2014 12:00:00 AM
447.47,449.9,437.53,447.32,10/06/2014 12:00:00 AM
449.01,449.01,433.08,440.7,11/06/2014 12:00:00 AM
441,446.34,437.39,444.7,12/06/2014 12:00:00 AM
445.05,445.59,430.41,432.98,13/06/2014 12:00:00 AM
431.2,433.18,424.28,426.16,16/06/2014 12:00:00 AM
427.25,437.68,422.45,435.8,17/06/2014 12:00:00 AM
439.02,440.01,425.76,429.08,18/06/2014 12:00:00 AM
432.54,438.72,430.22,433.63,19/06/2014 12:00:00 AM
437.14,437.34,428.73,432.04,20/06/2014 12:00:00 AM
431.9,437.58,427,430.76,23/06/2014 12:00:00 AM
