Open,High,Low,Close,Date,Volume
149.26,150.45,148.51,149.23,10/02/2014 12:00:00 AM,967
150,150.01,146,146.77,11/02/2014 12:00:00 AM,416
147.9,149.79,147.3,147.76,12/02/2014 12:00:00 AM,550
148,149.74,147.12,148.14,13/02/2014 12:00:00 AM,561
149,149,146,146.95,14/02/2014 12:00:00 AM,568
148,151.5,148,150.05,17/02/2014 12:00:00 AM,84640
151,157.5,151,155.58,18/02/2014 12:00:00 AM,2028
155.2,155.5,153.53,154.41,19/02/2014 12:00:00 AM,283
153.5,154.5,150,151.04,20/02/2014 12:00:00 AM,1059
151,153.5,151,152.97,21/02/2014 12:00:00 AM,138
152.28,154.5,151.3,152.22,24/02/2014 12:00:00 AM,520
154,155.5,153,155.49,25/02/2014 12:00:00 AM,2706
152.5,156.48,150.5,155.09,26/02/2014 12:00:00 AM,968
155.98,159.2,155.5,156.87,28/02/2014 12:00:00 AM,2154
157.73,159.21,156.5,159.02,03/03/2014 12:00:00 AM,10890
157,159,151,158.52,04/03/2014 12:00:00 AM,105695
158.57,159.5,155.01,155.44,05/03/2014 12:00:00 AM,2845
155,164.39,155,161.44,06/03/2014 12:00:00 AM,5067
161.3,164.49,160,163.87,07/03/2014 12:00:00 AM,7478
164.5,167.81,162.79,167.03,10/03/2014 12:00:00 AM,4398
166.24,171.2,166.24,168.32,11/03/2014 12:00:00 AM,4041
169.48,170.68,168.15,168.56,12/03/2014 12:00:00 AM,1184
170,170.89,163.5,164.46,13/03/2014 12:00:00 AM,1405
164,166.5,163.59,165.56,14/03/2014 12:00:00 AM,1228
165.5,167.5,164.55,166.77,18/03/2014 12:00:00 AM,937
166.58,168,165.08,166.43,19/03/2014 12:00:00 AM,1244
166.5,166.9,164.22,164.62,20/03/2014 12:00:00 AM,1402
165.5,168.49,165.12,167.21,21/03/2014 12:00:00 AM,506
167.5,169.5,167.4,167.77,22/03/2014 12:00:00 AM,140
168.5,169.5,164.62,165.71,24/03/2014 12:00:00 AM,268
166.5,168.2,165.3,166,25/03/2014 12:00:00 AM,51538
165,168.4,165,165.72,26/03/2014 12:00:00 AM,56227
168,170.4,165.01,168.69,27/03/2014 12:00:00 AM,456
168.9,182.26,168.9,178.36,28/03/2014 12:00:00 AM,7859
179,180.29,176.16,179.01,31/03/2014 12:00:00 AM,2107
178.6,179.81,172.53,177.53,01/04/2014 12:00:00 AM,1101
180,180,174,175.67,02/04/2014 12:00:00 AM,1374
175,175.4,167.22,174.61,03/04/2014 12:00:00 AM,7657
174.5,177.58,173,176.3,04/04/2014 12:00:00 AM,896
176.6,178.61,175.3,175.83,07/04/2014 12:00:00 AM,551
178.02,178.23,174.66,175.28,09/04/2014 12:00:00 AM,1249
176,181.5,175.18,178.27,10/04/2014 12:00:00 AM,202210
179.73,180.5,175.81,176.22,11/04/2014 12:00:00 AM,1932
176,177.55,175.29,176.31,15/04/2014 12:00:00 AM,1009
177,179,176,177.07,16/04/2014 12:00:00 AM,2424
177.5,178.5,175.5,176.27,17/04/2014 12:00:00 AM,29916
177,179,176.3,177.56,21/04/2014 12:00:00 AM,23301
177.67,178.5,175.5,176.16,22/04/2014 12:00:00 AM,21175
176.29,182.7,176.29,181.7,23/04/2014 12:00:00 AM,3057
182.1,183,178.52,181.32,25/04/2014 12:00:00 AM,1046
182.5,185.63,180.1,184.82,28/04/2014 12:00:00 AM,1729
185,187.5,183,187.48,29/04/2014 12:00:00 AM,68182
185.5,189,183,187.43,30/04/2014 12:00:00 AM,964
188.05,188.5,187.15,187.77,02/05/2014 12:00:00 AM,1708
187.8,187.9,186.46,187.49,05/05/2014 12:00:00 AM,959
187.4,188.2,186.51,187.05,06/05/2014 12:00:00 AM,1153
187.99,189,186.5,187.84,07/05/2014 12:00:00 AM,883
188.5,189,188.21,188.87,08/05/2014 12:00:00 AM,2019
189,190.5,188.03,190.19,09/05/2014 12:00:00 AM,2607
190.37,191,184.85,189.19,12/05/2014 12:00:00 AM,1808
190,190.8,183.68,187.46,13/05/2014 12:00:00 AM,1180
187.5,189.99,178.43,180.82,14/05/2014 12:00:00 AM,9007
180.5,180.5,171,173.18,15/05/2014 12:00:00 AM,3948
177.64,180,175,176.57,16/05/2014 12:00:00 AM,1560
179,181.88,178.5,179.89,19/05/2014 12:00:00 AM,45184
180.5,181.5,177.01,178,20/05/2014 12:00:00 AM,7237
179.5,184.79,179.5,184.05,21/05/2014 12:00:00 AM,6064
184.5,207,184.5,203.04,22/05/2014 12:00:00 AM,24701
205,206.4,200.19,203,23/05/2014 12:00:00 AM,2946
202.2,210,194,202.13,26/05/2014 12:00:00 AM,4033
201,202.5,195,197.17,27/05/2014 12:00:00 AM,3964
196.93,198.4,191.57,194.32,28/05/2014 12:00:00 AM,1953
196,198.81,196,197.99,29/05/2014 12:00:00 AM,1327
198.99,203.8,197.3,202.09,30/05/2014 12:00:00 AM,1618
200.38,210,200.38,208.65,02/06/2014 12:00:00 AM,5348
209.12,222.47,209,210.39,03/06/2014 12:00:00 AM,2065
212,216,209.53,210.23,04/06/2014 12:00:00 AM,1474
212.5,219,206,216.96,05/06/2014 12:00:00 AM,4825
217,217.5,213.1,213.72,06/06/2014 12:00:00 AM,884
215,215.9,211.51,214.62,09/06/2014 12:00:00 AM,1124
217,217,207.5,212.04,10/06/2014 12:00:00 AM,5172
209.9,214.98,201.5,202.53,11/06/2014 12:00:00 AM,6921
201,212.74,197.9,205.6,12/06/2014 12:00:00 AM,3092
